,sex,age,answer_duration,lived_in_prefecture,lived_in_region,lived_in,lives_in_prefecture,lives_in_region,lives_in,changed_city,a1,b1,c1,d1,e1,f1,g1,h1,i1,j1,a2,b2,c2,d2,e2,f2,g2,h2,i2,j2
3610,1,2,337,11,3,0,11,3,0,0,3,9,5,6,10,2,4,1,7,8,0,0,0,0,0,0,0,0,0,0
3611,0,3,286,34,7,1,34,7,1,0,6,2,9,3,1,7,5,4,10,8,0,0,0,0,0,0,0,0,0,0
3612,0,1,428,29,6,1,29,6,1,0,4,3,8,5,9,2,1,7,6,10,0,0,0,0,0,0,0,0,0,0
3613,0,4,257,12,3,0,12,3,0,0,10,3,7,9,1,4,5,2,6,8,0,0,0,0,0,0,0,0,0,0
3614,0,3,287,26,6,1,26,6,1,0,6,4,8,7,5,1,10,2,3,9,0,0,0,0,0,0,0,0,0,0
3615,1,2,352,0,0,0,21,2,0,1,7,3,6,9,2,1,4,5,8,10,0,0,0,0,0,0,0,0,0,0
3616,0,2,359,13,3,0,14,3,0,1,5,1,6,9,3,7,2,4,8,10,0,0,0,0,0,0,0,0,0,0
3617,1,2,348,30,7,1,30,7,1,0,4,2,3,6,9,10,1,5,7,8,0,0,0,0,0,0,0,0,0,0
3618,1,2,479,29,6,1,29,6,1,0,6,1,10,7,3,4,8,2,5,9,0,0,0,0,0,0,0,0,0,0
3619,1,2,277,13,3,0,13,3,0,0,10,3,8,6,2,4,9,1,5,7,0,0,0,0,0,0,0,0,0,0
3620,1,2,256,26,6,1,26,6,1,0,5,8,9,1,3,2,6,10,4,7,0,0,0,0,0,0,0,0,0,0
3621,0,2,199,13,3,0,13,3,0,0,6,2,7,3,9,5,4,1,8,10,0,0,0,0,0,0,0,0,0,0
3622,1,2,317,1,1,0,0,0,0,1,4,7,5,3,1,8,9,2,10,6,0,0,0,0,0,0,0,0,0,0
3623,0,3,478,6,1,0,13,3,0,1,3,7,1,6,4,5,8,2,9,10,0,0,0,0,0,0,0,0,0,0
3624,0,3,235,45,9,1,39,9,1,1,5,7,2,3,6,4,8,1,9,10,0,0,0,0,0,0,0,0,0,0
3625,0,1,297,27,6,1,27,6,1,0,6,1,4,5,3,7,9,2,8,10,0,0,0,0,0,0,0,0,0,0
3626,0,4,262,26,6,1,26,6,1,0,5,2,7,10,1,4,6,3,8,9,0,0,0,0,0,0,0,0,0,0
3627,1,1,202,0,0,0,0,0,0,0,1,9,4,7,5,2,6,3,8,10,0,0,0,0,0,0,0,0,0,0
3628,0,3,735,37,8,1,37,8,1,0,5,7,8,6,1,2,10,3,4,9,0,0,0,0,0,0,0,0,0,0
3629,0,4,322,0,0,0,11,3,0,1,6,8,2,7,3,4,9,1,5,10,0,0,0,0,0,0,0,0,0,0
3630,0,2,381,19,5,0,19,5,0,0,3,4,1,2,6,5,10,7,9,8,0,0,0,0,0,0,0,0,0,0
3631,0,4,321,0,0,0,29,6,1,1,6,7,3,10,2,4,8,1,5,9,0,0,0,0,0,0,0,0,0,0
3632,1,2,271,11,3,0,11,3,0,0,6,4,5,7,1,3,9,2,8,10,0,0,0,0,0,0,0,0,0,0
3633,0,2,211,29,6,1,29,6,1,0,1,6,5,7,8,2,10,3,4,9,0,0,0,0,0,0,0,0,0,0
3634,1,2,376,18,5,0,18,5,0,0,6,5,4,7,8,1,10,2,3,9,0,0,0,0,0,0,0,0,0,0
3635,0,4,405,44,9,1,44,9,1,0,7,4,2,5,6,9,8,1,3,10,0,0,0,0,0,0,0,0,0,0
3636,1,1,365,40,9,1,40,9,1,0,6,7,8,5,1,2,9,3,4,10,0,0,0,0,0,0,0,0,0,0
3637,1,1,206,14,3,0,14,3,0,0,6,1,9,7,2,3,5,4,8,10,0,0,0,0,0,0,0,0,0,0
3638,1,3,209,39,9,1,31,7,1,1,8,7,1,6,5,4,10,2,3,9,0,0,0,0,0,0,0,0,0,0
3639,1,1,472,33,7,1,33,7,1,0,5,7,3,8,2,4,9,1,6,10,0,0,0,0,0,0,0,0,0,0
3640,1,3,262,29,6,1,29,6,1,0,2,3,6,1,9,10,5,8,7,4,0,0,0,0,0,0,0,0,0,0
3641,0,3,240,11,3,0,11,3,0,0,6,8,2,7,5,3,10,1,4,9,0,0,0,0,0,0,0,0,0,0
3642,0,3,679,36,8,1,31,7,1,1,4,6,7,5,2,3,9,1,8,10,0,0,0,0,0,0,0,0,0,0
3643,0,2,253,16,3,0,8,3,0,1,7,6,2,8,4,3,10,1,5,9,0,0,0,0,0,0,0,0,0,0
3644,1,2,228,29,6,1,29,6,1,0,9,3,7,5,1,6,8,2,4,10,0,0,0,0,0,0,0,0,0,0
3645,1,1,700,0,0,0,0,0,0,0,3,10,1,5,9,2,8,7,4,6,0,0,0,0,0,0,0,0,0,0
3646,0,3,348,18,5,0,16,3,0,1,10,1,7,6,3,2,9,4,5,8,0,0,0,0,0,0,0,0,0,0
3647,1,1,177,23,6,1,11,3,0,1,8,6,1,9,10,7,3,4,2,5,0,0,0,0,0,0,0,0,0,0
3648,0,3,239,42,9,1,42,9,1,0,5,1,6,8,2,4,9,3,7,10,0,0,0,0,0,0,0,0,0,0
3649,0,3,268,11,3,0,11,3,0,0,4,7,2,5,3,6,10,1,8,9,0,0,0,0,0,0,0,0,0,0
3650,1,1,324,31,7,1,31,7,1,0,7,10,4,6,8,1,5,2,3,9,0,0,0,0,0,0,0,0,0,0
3651,1,2,498,22,2,0,22,2,0,0,9,6,3,7,4,1,5,2,8,10,0,0,0,0,0,0,0,0,0,0
3652,1,2,382,13,3,0,12,3,0,1,1,2,6,10,9,5,3,8,4,7,0,0,0,0,0,0,0,0,0,0
3653,1,2,272,0,0,0,0,0,0,0,4,7,3,8,10,1,5,2,6,9,0,0,0,0,0,0,0,0,0,0
3654,0,0,293,13,3,0,13,3,0,0,3,2,5,7,1,6,10,4,8,9,0,0,0,0,0,0,0,0,0,0
3655,1,2,238,29,6,1,12,3,0,1,2,1,5,7,9,8,3,4,6,10,0,0,0,0,0,0,0,0,0,0
3656,0,1,237,46,10,1,46,10,1,0,3,6,1,2,8,5,4,7,9,10,0,0,0,0,0,0,0,0,0,0
3657,1,2,291,26,6,1,26,6,1,0,4,1,10,2,7,3,5,6,9,8,0,0,0,0,0,0,0,0,0,0
3658,0,2,300,29,6,1,29,6,1,0,5,1,7,4,2,9,8,3,6,10,0,0,0,0,0,0,0,0,0,0
3659,0,3,444,14,3,0,12,3,0,1,1,3,6,8,4,10,9,2,5,7,0,0,0,0,0,0,0,0,0,0
3660,1,2,213,13,3,0,13,3,0,0,3,9,8,5,1,2,6,10,4,7,0,0,0,0,0,0,0,0,0,0
3661,1,2,196,13,3,0,13,3,0,0,2,8,7,6,3,1,9,10,4,5,0,0,0,0,0,0,0,0,0,0
3662,0,3,209,39,9,1,39,9,1,0,9,3,4,6,1,8,7,2,5,10,0,0,0,0,0,0,0,0,0,0
3663,0,2,208,5,1,0,14,3,0,1,9,6,2,4,1,3,8,5,7,10,0,0,0,0,0,0,0,0,0,0
3664,0,2,299,18,5,0,18,5,0,0,1,6,3,4,10,2,5,9,7,8,0,0,0,0,0,0,0,0,0,0
3665,1,1,285,33,7,1,33,7,1,0,7,1,2,8,5,3,6,10,4,9,0,0,0,0,0,0,0,0,0,0
3666,0,3,276,13,3,0,12,3,0,1,7,6,5,8,4,2,9,1,3,10,0,0,0,0,0,0,0,0,0,0
3667,0,5,335,6,1,0,13,3,0,1,2,10,3,1,7,4,6,5,8,9,0,0,0,0,0,0,0,0,0,0
3668,0,1,389,30,7,1,30,7,1,0,9,7,2,10,3,4,6,1,5,8,0,0,0,0,0,0,0,0,0,0
3669,0,3,172,18,5,0,18,5,0,0,5,3,2,4,10,6,7,1,8,9,0,0,0,0,0,0,0,0,0,0
3670,1,3,286,18,5,0,18,5,0,0,8,4,5,6,1,2,10,3,7,9,0,0,0,0,0,0,0,0,0,0
3671,0,4,263,13,3,0,16,3,0,1,3,8,2,10,1,6,7,9,4,5,0,0,0,0,0,0,0,0,0,0
3672,0,2,277,31,7,1,31,7,1,0,3,8,7,5,9,1,2,6,4,10,0,0,0,0,0,0,0,0,0,0
3673,1,2,295,31,7,1,26,6,1,1,7,9,5,8,1,2,10,6,4,3,0,0,0,0,0,0,0,0,0,0
3674,1,2,401,0,0,0,0,0,0,0,1,4,2,3,10,7,6,9,5,8,0,0,0,0,0,0,0,0,0,0
3675,0,3,413,16,3,0,22,2,0,1,2,10,9,4,1,3,6,5,7,8,0,0,0,0,0,0,0,0,0,0
3676,1,1,254,26,6,1,26,6,1,0,2,3,4,5,7,1,6,9,8,10,0,0,0,0,0,0,0,0,0,0
3677,1,3,367,30,7,1,14,3,0,1,5,8,3,9,2,4,7,1,6,10,0,0,0,0,0,0,0,0,0,0
3678,1,3,256,12,3,0,12,3,0,0,3,10,1,4,5,6,7,2,8,9,0,0,0,0,0,0,0,0,0,0
3679,1,3,323,5,1,0,6,1,0,1,3,5,2,4,10,9,8,1,6,7,0,0,0,0,0,0,0,0,0,0
3680,1,4,360,26,6,1,29,6,1,1,3,9,1,2,5,4,8,10,6,7,0,0,0,0,0,0,0,0,0,0
3681,1,2,233,8,3,0,13,3,0,1,2,9,3,6,10,1,8,4,5,7,0,0,0,0,0,0,0,0,0,0
3682,1,2,398,26,6,1,39,9,1,1,7,6,2,8,5,4,9,1,3,10,0,0,0,0,0,0,0,0,0,0
3683,1,1,288,13,3,0,13,3,0,0,4,9,7,3,10,8,1,6,2,5,0,0,0,0,0,0,0,0,0,0
3684,1,1,370,0,0,0,0,0,0,0,2,10,8,1,3,9,7,6,4,5,0,0,0,0,0,0,0,0,0,0
3685,1,3,407,29,6,1,25,6,1,1,2,6,4,7,10,5,9,1,3,8,0,0,0,0,0,0,0,0,0,0
3686,0,0,231,11,3,0,11,3,0,0,2,4,5,1,9,8,10,7,6,3,0,0,0,0,0,0,0,0,0,0
3687,0,1,280,42,9,1,12,3,0,1,9,7,2,8,3,4,10,1,5,6,0,0,0,0,0,0,0,0,0,0
3688,0,5,425,26,6,1,25,6,1,1,2,5,3,10,4,7,9,1,6,8,0,0,0,0,0,0,0,0,0,0
3689,1,3,295,40,9,1,40,9,1,0,5,3,4,2,10,6,8,1,7,9,0,0,0,0,0,0,0,0,0,0
3690,0,4,322,31,7,1,30,7,1,1,4,3,2,9,1,6,7,5,8,10,0,0,0,0,0,0,0,0,0,0
3691,1,3,257,13,3,0,13,3,0,0,10,1,9,4,3,2,8,5,6,7,0,0,0,0,0,0,0,0,0,0
3692,0,3,346,16,3,0,16,3,0,0,2,5,3,4,9,8,6,1,7,10,0,0,0,0,0,0,0,0,0,0
3693,0,2,275,0,0,0,14,3,0,1,5,6,3,8,10,1,4,2,7,9,0,0,0,0,0,0,0,0,0,0
3694,0,2,249,16,3,0,16,3,0,0,4,2,7,5,10,9,3,1,6,8,0,0,0,0,0,0,0,0,0,0
3695,1,1,465,11,3,0,11,3,0,0,9,4,6,7,1,2,10,3,8,5,0,0,0,0,0,0,0,0,0,0
3696,0,3,289,18,5,0,18,5,0,0,5,7,4,6,1,9,8,2,3,10,0,0,0,0,0,0,0,0,0,0
3697,0,1,586,27,6,1,27,6,1,0,8,7,3,5,1,4,10,2,6,9,0,0,0,0,0,0,0,0,0,0
3698,1,2,177,26,6,1,26,6,1,0,1,8,3,5,9,6,4,2,7,10,0,0,0,0,0,0,0,0,0,0
3699,1,0,192,14,3,0,14,3,0,0,3,5,7,4,10,2,9,1,6,8,0,0,0,0,0,0,0,0,0,0
3700,0,3,207,7,2,0,7,2,0,0,10,1,5,9,2,3,7,4,8,6,0,0,0,0,0,0,0,0,0,0
3701,1,2,288,43,9,1,39,9,1,1,4,6,1,5,9,10,8,3,2,7,0,0,0,0,0,0,0,0,0,0
3702,1,1,564,0,0,0,0,0,0,0,6,9,5,4,2,3,10,1,7,8,0,0,0,0,0,0,0,0,0,0
3703,1,2,387,11,3,0,13,3,0,1,2,5,4,6,10,9,7,1,3,8,0,0,0,0,0,0,0,0,0,0
3704,1,3,331,13,3,0,13,3,0,0,3,2,6,4,10,7,5,1,8,9,0,0,0,0,0,0,0,0,0,0
3705,0,1,236,14,3,0,0,0,0,1,5,7,4,10,9,2,8,3,1,6,0,0,0,0,0,0,0,0,0,0
3706,1,1,208,7,2,0,13,3,0,1,7,3,5,8,4,2,9,1,6,10,0,0,0,0,0,0,0,0,0,0
3707,0,1,223,26,6,1,26,6,1,0,3,7,1,6,10,9,5,2,4,8,0,0,0,0,0,0,0,0,0,0
3708,0,2,622,14,3,0,14,3,0,0,3,6,2,5,7,4,9,1,8,10,0,0,0,0,0,0,0,0,0,0
3709,1,3,310,14,3,0,14,3,0,0,2,4,5,7,3,6,9,1,8,10,0,0,0,0,0,0,0,0,0,0
3710,1,2,308,11,3,0,11,3,0,0,2,4,1,7,9,6,10,3,5,8,0,0,0,0,0,0,0,0,0,0
3711,0,2,266,13,3,0,13,3,0,0,8,2,7,5,1,3,6,4,9,10,0,0,0,0,0,0,0,0,0,0
3712,0,5,560,16,3,0,0,0,0,1,4,10,2,6,1,8,7,3,9,5,0,0,0,0,0,0,0,0,0,0
3713,1,2,255,9,3,0,11,3,0,1,2,7,4,9,3,5,10,1,6,8,0,0,0,0,0,0,0,0,0,0
3714,0,4,384,37,8,1,37,8,1,0,1,10,2,5,4,3,9,7,6,8,0,0,0,0,0,0,0,0,0,0
3715,1,1,219,29,6,1,29,6,1,0,9,6,4,7,2,1,5,3,8,10,0,0,0,0,0,0,0,0,0,0
3716,0,1,242,13,3,0,13,3,0,0,6,3,8,4,2,7,10,1,5,9,0,0,0,0,0,0,0,0,0,0
3717,1,2,229,8,3,0,8,3,0,0,5,8,3,6,1,10,9,2,4,7,0,0,0,0,0,0,0,0,0,0
3718,0,3,281,18,5,0,18,5,0,0,9,5,8,2,3,4,7,1,6,10,0,0,0,0,0,0,0,0,0,0
3719,1,2,384,14,3,0,14,3,0,0,6,4,5,7,2,3,8,1,9,10,0,0,0,0,0,0,0,0,0,0
3720,0,3,203,14,3,0,14,3,0,0,10,6,9,1,7,4,8,2,3,5,0,0,0,0,0,0,0,0,0,0
3721,1,2,374,13,3,0,14,3,0,1,4,1,3,9,10,8,5,2,6,7,0,0,0,0,0,0,0,0,0,0
3722,0,2,445,10,3,0,10,3,0,0,7,10,4,6,9,1,8,3,5,2,0,0,0,0,0,0,0,0,0,0
3723,1,1,241,16,3,0,18,5,0,1,1,3,4,10,5,6,9,2,7,8,0,0,0,0,0,0,0,0,0,0
3724,1,2,612,37,8,1,37,8,1,0,5,1,7,2,8,4,3,6,10,9,0,0,0,0,0,0,0,0,0,0
3725,0,3,276,12,3,0,12,3,0,0,5,8,1,3,9,10,6,2,4,7,0,0,0,0,0,0,0,0,0,0
3726,1,2,252,26,6,1,27,6,1,1,7,5,4,6,2,3,8,1,10,9,0,0,0,0,0,0,0,0,0,0
3727,1,1,316,11,3,0,12,3,0,1,10,8,4,1,6,3,9,2,7,5,0,0,0,0,0,0,0,0,0,0
3728,1,2,210,11,3,0,11,3,0,0,1,4,6,8,7,2,5,3,9,10,0,0,0,0,0,0,0,0,0,0
3729,0,2,216,4,1,0,6,1,0,1,4,6,3,8,10,9,1,2,5,7,0,0,0,0,0,0,0,0,0,0
3730,0,3,427,16,3,0,8,3,0,1,6,2,8,4,5,3,9,1,7,10,0,0,0,0,0,0,0,0,0,0
3731,0,0,214,26,6,1,26,6,1,0,8,2,7,9,3,5,10,1,6,4,0,0,0,0,0,0,0,0,0,0
3732,0,1,222,25,6,1,8,3,0,1,9,3,2,4,8,5,7,1,6,10,0,0,0,0,0,0,0,0,0,0
3733,1,2,393,8,3,0,16,3,0,1,5,9,6,4,1,2,8,3,7,10,0,0,0,0,0,0,0,0,0,0
3734,1,2,375,1,1,0,1,1,0,0,3,4,7,5,2,1,10,6,8,9,0,0,0,0,0,0,0,0,0,0
3735,1,2,249,35,8,1,29,6,1,1,8,10,4,3,1,5,7,2,6,9,0,0,0,0,0,0,0,0,0,0
3736,0,1,209,23,6,1,26,6,1,1,6,5,3,7,10,9,4,1,2,8,0,0,0,0,0,0,0,0,0,0
3737,0,4,202,12,3,0,12,3,0,0,1,7,5,6,8,3,9,2,4,10,0,0,0,0,0,0,0,0,0,0
3738,1,1,204,13,3,0,8,3,0,1,4,7,6,10,1,2,9,3,5,8,0,0,0,0,0,0,0,0,0,0
3739,1,2,254,16,3,0,6,1,0,1,7,6,8,2,1,4,9,3,10,5,0,0,0,0,0,0,0,0,0,0
3740,1,2,299,14,3,0,13,3,0,1,7,3,9,10,2,6,5,1,8,4,0,0,0,0,0,0,0,0,0,0
3741,1,3,500,0,0,0,0,0,0,0,2,7,6,8,1,4,9,3,5,10,0,0,0,0,0,0,0,0,0,0
3742,0,1,281,29,6,1,29,6,1,0,4,9,6,2,5,1,8,3,7,10,0,0,0,0,0,0,0,0,0,0
3743,1,0,240,12,3,0,12,3,0,0,4,8,3,10,2,9,5,1,7,6,0,0,0,0,0,0,0,0,0,0
3744,0,4,384,24,5,0,24,5,0,0,10,1,5,7,3,8,9,6,2,4,0,0,0,0,0,0,0,0,0,0
3745,0,3,258,13,3,0,13,3,0,0,6,4,7,5,1,3,9,2,8,10,0,0,0,0,0,0,0,0,0,0
3746,0,2,170,45,9,1,45,9,1,0,4,3,9,5,10,2,1,8,7,6,0,0,0,0,0,0,0,0,0,0
3747,1,2,456,31,7,1,25,6,1,1,3,4,8,5,1,2,10,7,6,9,0,0,0,0,0,0,0,0,0,0
3748,0,2,335,26,6,1,26,6,1,0,8,6,4,5,2,3,10,1,7,9,0,0,0,0,0,0,0,0,0,0
3749,0,2,481,35,8,1,35,8,1,0,6,7,3,2,10,9,5,1,4,8,0,0,0,0,0,0,0,0,0,0
3750,1,1,460,16,3,0,13,3,0,1,4,9,3,2,8,6,7,1,5,10,0,0,0,0,0,0,0,0,0,0
3751,0,2,328,11,3,0,11,3,0,0,3,9,5,6,4,2,8,1,7,10,0,0,0,0,0,0,0,0,0,0
3752,1,1,417,25,6,1,26,6,1,1,3,9,4,10,7,1,5,2,6,8,0,0,0,0,0,0,0,0,0,0
3753,0,2,167,0,0,0,0,0,0,0,1,10,2,9,5,8,3,6,4,7,0,0,0,0,0,0,0,0,0,0
3754,1,1,295,26,6,1,26,6,1,0,2,3,9,1,5,4,6,8,10,7,0,0,0,0,0,0,0,0,0,0
3755,0,2,209,14,3,0,14,3,0,0,3,6,2,5,10,9,7,1,4,8,0,0,0,0,0,0,0,0,0,0
3756,0,1,255,16,3,0,0,0,0,1,9,5,1,6,10,3,8,4,2,7,0,0,0,0,0,0,0,0,0,0
3757,1,2,178,8,3,0,17,4,0,1,1,7,6,8,3,4,10,5,2,9,0,0,0,0,0,0,0,0,0,0
3758,1,1,326,13,3,0,13,3,0,0,3,2,8,10,1,5,4,9,7,6,0,0,0,0,0,0,0,0,0,0
3759,0,0,179,27,6,1,27,6,1,0,7,6,2,8,10,9,4,1,3,5,0,0,0,0,0,0,0,0,0,0
3760,0,3,335,39,9,1,39,9,1,0,6,3,5,7,2,8,10,1,9,4,0,0,0,0,0,0,0,0,0,0
3761,1,2,320,19,5,0,19,5,0,0,1,9,3,4,8,5,6,2,7,10,0,0,0,0,0,0,0,0,0,0
3762,0,1,334,9,3,0,9,3,0,0,8,4,2,1,10,6,7,3,5,9,0,0,0,0,0,0,0,0,0,0
3763,1,2,242,29,6,1,29,6,1,0,3,9,2,4,10,5,8,1,6,7,0,0,0,0,0,0,0,0,0,0
3764,1,2,240,13,3,0,13,3,0,0,9,3,7,5,1,10,6,2,4,8,5,2,4,8,3,6,9,1,7,10
3765,0,3,379,14,3,0,12,3,0,1,2,10,4,1,8,7,9,6,3,5,0,0,0,0,0,0,0,0,0,0
3766,1,1,510,16,3,0,16,3,0,0,1,9,3,8,10,6,7,2,4,5,0,0,0,0,0,0,0,0,0,0
3767,1,2,214,22,2,0,22,2,0,0,9,6,1,7,10,2,5,4,3,8,0,0,0,0,0,0,0,0,0,0
3768,0,4,262,13,3,0,12,3,0,1,5,4,2,6,3,7,10,1,8,9,0,0,0,0,0,0,0,0,0,0
3769,1,2,433,44,9,1,44,9,1,0,1,7,3,6,4,5,10,2,8,9,0,0,0,0,0,0,0,0,0,0
3770,0,5,540,18,5,0,18,5,0,0,7,4,5,8,3,9,10,6,1,2,0,0,0,0,0,0,0,0,0,0
3771,1,1,260,7,2,0,1,1,0,1,1,3,4,5,10,6,2,8,9,7,0,0,0,0,0,0,0,0,0,0
3772,1,2,253,0,0,0,0,0,0,0,3,10,2,1,8,7,4,5,9,6,0,0,0,0,0,0,0,0,0,0
3773,1,1,348,20,2,0,20,2,0,0,3,10,4,2,8,7,5,9,1,6,0,0,0,0,0,0,0,0,0,0
3774,0,3,250,4,1,0,4,1,0,0,5,6,2,9,3,4,8,1,7,10,0,0,0,0,0,0,0,0,0,0
3775,1,2,261,26,6,1,26,6,1,0,3,5,6,7,1,2,8,4,9,10,0,0,0,0,0,0,0,0,0,0
3776,0,3,772,13,3,0,13,3,0,0,3,9,5,8,1,2,10,4,6,7,0,0,0,0,0,0,0,0,0,0
3777,1,2,322,29,6,1,29,6,1,0,4,7,2,3,10,1,9,5,6,8,0,0,0,0,0,0,0,0,0,0
3778,1,2,239,13,3,0,13,3,0,0,4,9,2,5,10,8,1,3,6,7,0,0,0,0,0,0,0,0,0,0
3779,1,2,577,5,1,0,5,1,0,0,2,6,4,5,7,1,8,3,9,10,0,0,0,0,0,0,0,0,0,0
3780,1,0,210,17,4,0,14,3,0,1,4,9,2,8,10,3,7,1,5,6,0,0,0,0,0,0,0,0,0,0
3781,0,0,256,14,3,0,14,3,0,0,5,7,2,6,10,4,9,1,3,8,0,0,0,0,0,0,0,0,0,0
3782,0,1,342,26,6,1,15,4,0,1,2,4,5,1,7,8,9,3,6,10,0,0,0,0,0,0,0,0,0,0
3783,0,1,240,18,5,0,18,5,0,0,4,1,2,5,9,8,6,3,7,10,0,0,0,0,0,0,0,0,0,0
3784,1,1,262,16,3,0,16,3,0,0,2,1,6,3,9,5,8,4,7,10,0,0,0,0,0,0,0,0,0,0
3785,0,3,224,31,7,1,18,5,0,1,7,6,5,8,2,3,9,1,4,10,0,0,0,0,0,0,0,0,0,0
3786,1,1,280,35,8,1,9,3,0,1,5,10,1,2,4,3,9,6,8,7,0,0,0,0,0,0,0,0,0,0
3787,0,3,411,26,6,1,26,6,1,0,8,2,3,9,4,5,6,1,7,10,0,0,0,0,0,0,0,0,0,0
3788,1,2,218,12,3,0,12,3,0,0,1,3,6,5,7,8,2,9,10,4,0,0,0,0,0,0,0,0,0,0
3789,0,1,426,39,9,1,13,3,0,1,6,4,9,7,2,1,8,3,5,10,0,0,0,0,0,0,0,0,0,0
3790,1,5,623,17,4,0,11,3,0,1,6,4,5,9,2,3,8,1,7,10,0,0,0,0,0,0,0,0,0,0
3791,0,0,240,2,1,0,2,1,0,0,6,8,3,7,1,4,9,2,5,10,0,0,0,0,0,0,0,0,0,0
3792,1,3,216,13,3,0,0,0,0,1,2,3,6,10,5,1,8,4,7,9,0,0,0,0,0,0,0,0,0,0
3793,1,1,366,13,3,0,13,3,0,0,1,4,8,7,3,2,6,5,9,10,0,0,0,0,0,0,0,0,0,0
3794,1,1,236,19,5,0,19,5,0,0,6,7,4,2,8,3,9,1,5,10,0,0,0,0,0,0,0,0,0,0
3795,0,3,290,26,6,1,26,6,1,0,5,6,3,4,2,10,8,1,7,9,0,0,0,0,0,0,0,0,0,0
3796,0,3,594,35,8,1,35,8,1,0,9,5,2,6,8,1,4,3,7,10,0,0,0,0,0,0,0,0,0,0
3797,1,2,624,24,5,0,24,5,0,0,1,5,8,3,10,6,2,9,7,4,0,0,0,0,0,0,0,0,0,0
3798,1,1,296,14,3,0,14,3,0,0,5,4,3,8,10,7,6,1,2,9,0,0,0,0,0,0,0,0,0,0
3799,1,0,414,13,3,0,13,3,0,0,6,9,2,8,5,4,1,3,7,10,0,0,0,0,0,0,0,0,0,0
3800,1,2,272,12,3,0,43,9,1,1,1,3,5,4,10,8,7,2,6,9,0,0,0,0,0,0,0,0,0,0
3801,1,2,325,8,3,0,13,3,0,1,6,10,4,8,2,7,5,1,9,3,0,0,0,0,0,0,0,0,0,0
3802,0,2,388,7,2,0,7,2,0,0,4,6,7,3,10,2,5,1,8,9,0,0,0,0,0,0,0,0,0,0
3803,1,3,330,26,6,1,26,6,1,0,9,10,8,3,1,4,7,5,2,6,0,0,0,0,0,0,0,0,0,0
3804,0,3,231,13,3,0,13,3,0,0,6,4,3,8,1,9,5,2,7,10,0,0,0,0,0,0,0,0,0,0
3805,0,3,233,18,5,0,18,5,0,0,9,7,5,3,1,4,8,2,6,10,0,0,0,0,0,0,0,0,0,0
3806,0,0,226,16,3,0,16,3,0,0,7,4,5,6,10,8,2,9,3,1,0,0,0,0,0,0,0,0,0,0
3807,0,2,271,11,3,0,14,3,0,1,8,6,4,7,3,1,10,2,9,5,0,0,0,0,0,0,0,0,0,0
3808,1,1,446,25,6,1,25,6,1,0,2,9,7,3,6,4,1,5,8,10,0,0,0,0,0,0,0,0,0,0
3809,1,2,480,0,0,0,14,3,0,1,6,8,5,2,10,1,9,4,3,7,0,0,0,0,0,0,0,0,0,0
3810,1,2,217,1,1,0,13,3,0,1,6,4,7,8,1,2,5,3,9,10,0,0,0,0,0,0,0,0,0,0
3811,1,2,329,11,3,0,11,3,0,0,6,5,2,10,3,4,8,1,7,9,0,0,0,0,0,0,0,0,0,0
3812,0,3,265,25,6,1,25,6,1,0,2,8,5,1,10,9,7,4,6,3,0,0,0,0,0,0,0,0,0,0
3813,1,2,325,0,0,0,13,3,0,1,6,7,5,4,1,3,2,10,8,9,0,0,0,0,0,0,0,0,0,0
3814,1,1,357,14,3,0,14,3,0,0,5,2,6,9,3,4,10,1,7,8,0,0,0,0,0,0,0,0,0,0
3815,0,1,225,1,1,0,0,0,0,1,2,3,1,6,5,8,9,4,7,10,0,0,0,0,0,0,0,0,0,0
3816,0,1,205,39,9,1,16,3,0,1,2,8,10,4,1,9,6,3,7,5,0,0,0,0,0,0,0,0,0,0
3817,0,1,197,1,1,0,13,3,0,1,6,4,3,5,9,10,7,1,2,8,0,0,0,0,0,0,0,0,0,0
3818,0,4,341,8,3,0,8,3,0,0,5,9,4,6,2,3,10,1,7,8,0,0,0,0,0,0,0,0,0,0
3819,0,2,247,16,3,0,18,5,0,1,10,4,2,5,9,7,3,1,6,8,0,0,0,0,0,0,0,0,0,0
3820,1,2,278,11,3,0,13,3,0,1,4,1,3,5,10,7,9,2,6,8,0,0,0,0,0,0,0,0,0,0
3821,1,1,223,24,5,0,24,5,0,0,4,8,1,6,9,10,5,3,2,7,0,0,0,0,0,0,0,0,0,0
3822,0,1,209,14,3,0,14,3,0,0,6,1,3,5,10,9,7,2,4,8,0,0,0,0,0,0,0,0,0,0
3823,1,3,344,1,1,0,2,1,0,1,5,7,3,8,6,4,9,1,2,10,0,0,0,0,0,0,0,0,0,0
3824,1,2,341,31,7,1,14,3,0,1,3,1,5,2,9,10,7,4,8,6,0,0,0,0,0,0,0,0,0,0
3825,1,2,346,26,6,1,25,6,1,1,4,5,7,3,1,8,6,2,9,10,0,0,0,0,0,0,0,0,0,0
3826,1,1,289,0,0,0,13,3,0,1,4,6,5,9,1,3,8,2,7,10,0,0,0,0,0,0,0,0,0,0
3827,1,2,235,26,6,1,26,6,1,0,2,1,9,3,10,6,5,8,7,4,0,0,0,0,0,0,0,0,0,0
3828,1,2,369,18,5,0,13,3,0,1,3,10,2,8,6,1,9,7,5,4,0,0,0,0,0,0,0,0,0,0
3829,0,0,273,20,2,0,20,2,0,0,3,1,6,9,4,5,7,2,8,10,0,0,0,0,0,0,0,0,0,0
